symbol,name,exchange,technology,industriaRBICS,finance,price,marketvalue,sales,netsales,ebit,depandamort,interest,netincome,taxes,retainearnigs,assests,currentassets,liabilities,daysreceiv,ccc,intangibles,netreceivables,freecashflow,cashflowoperations,capex,roaaverage,marketvaluelastyear,entreprisevalue,pricebv,pricetbv,growtheps,growthlongterm,pricetoearnings,evtoebitda,indistrifactset,equity,freecashtoassets,freecashtotangibleassets,debt
CHCT,"Community Healthcare Trust, Inc.",NYSE,0,Finance,1,33.13,620.1604854,48.437,48.437,13.247,20.168,6.106,3.342,-1.547,-66.34,426.57,,154.911,219.9442059,,0.168,,19.884,24.441,4.557,0.822812235,534.33523,654.7625057,1.9776,1.978823212,,,152.3784355,19.97079563,Real Estate Investment Trusts,271.659,0.046613686,0.046632051,0.363154934
CHEF,"Chefs' Warehouse, Inc.",NASDAQ,1,Consumer Non-Cyclicals,0,30.32,908.6297633,1444.609,1444.609,50.206,22.206,20.745,20.402,7.442,103.271,732.398,328.735,423.722,38.39575968,48.28766943,314.313,161.758,25.265,45.082,19.817,2.873223687,958.4405643,1165.660532,3.041742,,0,,44.78273299,16.09761548,Food Distributors,308.676,0.034496271,0.060430295,0.57854063
CHMA,Chiasma Inc,NASDAQ,1,Healthcare,0,5.84,142.6770423,0,0,-27.094,0.152,0,-26.826,-0.59,-205.353,69.883,68.707,7.409,,,,,-24.447,-24.424,0.023,-32.19654463,75.98040668,-25.5156423,0.6634561,0.663455654,0,,,,Biotechnology,62.474,-0.349827569,,0.106020062
CHMG,Chemung Financial Corporation,NASDAQ,1,Finance,1,46.32,224.8835994,85.623001,85.623,,,0.613,19.626,4.009,143.129,1755.343,,1590.314,,,23.175,,,,,1.133480202,198.5771832,170.87392,1.215302,1.413848393,0,,10.17061821,,Regional Banks,165.029,,,0.905984756
CHMI,Cherry Hill Mortgage Investment Corp.,NYSE,0,Finance,1,18.46,298.867395,87.238007,66.704,68.496,,19.881,47.359,0.601,35.238,2050.685,,1728.228,68.97101373,,0,,40.24,40.24,0,3.330961895,283.9726242,1915.45945,0.8732917,0.873291502,0,,4.520100503,27.96454464,Real Estate Investment Trusts,322.457,0.019622711,0.019622711,0.842756445
CHRA,"Charah Solutions, Inc.",NYSE,0,Business Services,0,6.9,200.672704,706.21301,430.369,32.495,26.482,18.327,12.788,0,18.316,377.651,93.798,329.332,69.04670759,54.91440846,178.917,55.186,40.684,53.374,12.69,4.514859175,242.8430626,,,,0,36.7649,,,Environmental Services,48.319,0.107729094,0.204715851,0.872053827
CHRS,"Coherus BioSciences, Inc.",NASDAQ,1,Healthcare,0,13.42,929.469234,0,0,-200.555,3.235,9.684,-209.339,0,-984.831,99.467,84.433,138.058,,,3.563,,-160.055,-159.266,0.789,-159.7532032,615.6262768,619.2511844,,,100000,,,,Biotechnology,-38.591,-1.609126645,-1.668908492,1.387977922
CHS,"Chico's FAS, Inc.",NYSE,0,Consumer Cyclicals,0,5.41,680.2263341,2194.1951,2131.14,43.666,91.333,0.353,34.734,7.7,587.145,1007.034,485.178,427.07,,,135.704,,103.887,158.074,54.187,3.316466465,706.630689,574.62217,,,-57.951,12.5,20.46428571,4.256492048,Apparel/Footwear Retail,579.964,0.103161363,0.119228077,0.424086972
CHUY,"Chuy's Holdings, Inc.",NASDAQ,1,Consumer Services,0,22.12,374.9340311,397.38495,369.589,28.392,17.56,0.065,28.956,-5.5,88.653,271.967,26.586,83.005,8.695178969,2.219346885,48.126,2.696,-4.803,44.382,49.635,11.2956046,300.6930097,468.1556857,2.512203,3.37066471,6.06488,,16.5,10.1879284,Restaurants,188.962,-0.017660231,-0.021457195,0.305202469
CIA,"Citizens, Inc. Class A",NYSE,0,Finance,1,6.76,335.166617,247.16599,251.635,,3.194,0,-38.127,35.141,-54.375,1678.856,,1455.343,,,31.084,,91.686,93.012,1.326,-2.299690154,372.8480575,364.42035,1.63042,1.893790109,,,,,Life/Health Insurance,223.513,0.054612188,0.055642407,0.86686589
CIC.U,Capitol Investment Corp IV Units Cons of 1 Class A + 1/3 of 1 redeemable Wt,NYSE,0,Finance,1,10.47,366.45,0,0,-1.55365,,0,5.173967,0,4.396496,408.197214,0.469596,14.178375,,,0,,-1.53367,-1.533672,0,1.275466139,361.9,519.9994004,1.320321,1.320320752,,,100.5836576,,Financial Conglomerates,394.018839,-0.003757179,-0.003757179,0.03473413
CINR,Ciner Resources LP,NYSE,0,Non-Energy Materials,0,24.8,490.0232042,486.70001,486.7,78.8,28.7,5.1,49.9,0,,434.6,141.5,174.5,89.80634888,92.01698149,,107,122.8,162.2,39.4,11.24127056,423.8305818,621.465,2.817101,2.8171,0,,8.468219503,5.781069767,Other Metals/Minerals,260.1,0.282558675,,0.401518638
CIO,"City Office REIT, Inc.",NYSE,0,Finance,1,11.22,443.69489,129.302,129.302,19.123,52.17,23.937,38.168,0,-92.108,1100.431,,702.054,65.18240244,,75.501,,42.187,42.187,4.048,3.822686938,405.3259869,1111.2905,1.420142,1.930936527,0,8,12.55819652,15.58765236,Real Estate Investment Trusts,398.377,0.038336797,0.04116086,0.637980937
CIR,"CIRCOR International, Inc.",NYSE,0,Industrials,0,30.79,611.397059,1175.825,1175.825,33.223,78.009,52.913,-39.384,3.29,232.102,1791.612,648.046,1262.619,70.95060489,117.5143687,900.507,233.204,30.406,53.994,23.588,-2.129779519,422.6771819,1139.9842,0.7990708,,0,,,10.24870721,Industrial Machinery,528.993,0.016971309,0.03412168,0.704739084
CIVB,"Civista Bancshares, Inc.",NASDAQ,1,Finance,1,21.33,332.8119821,91.807999,91.808,,,,14.139,2.64,41.32,2138.954,,1840.056,,,86.203,,,,,0.771608686,271.8042557,453.1774159,0.9387946,1.336800353,0,5.25,17.07843137,,Regional Banks,298.898,,,0.860259734
CIVI,"Civitas Solutions, Inc.",NYSE,0,Healthcare,0,17.74,644.0861576,1613.415,1602.202,54.37,95.421,39.092,14.886,-0.604,-124.459,1127.192,213.251,960.458,40.91049849,,628.924,186.311,55.63,106.671,52.241,1.367837712,635.2802873,1243.579768,3.194999,,0,,36.60958054,8.302099378,Hospital/Nursing Management,166.734,0.049352728,0.111646744,0.852080213
CIZN,Citizens Holding Company,NASDAQ,1,Finance,1,20.51,100.6015554,39.958,39.958,,,1.648,6.672,0.828,,958.63,,756.237,,,,,,,,0.683159291,103.0050044,102.898578,,,,,15.44117647,,Savings Banks,202.393,,,0.788872662
CJ,"C&J Energy Services, Inc.",NYSE,0,Energy,0,16.16,1067.561853,2222.0891,2222.089,40.718,224.867,4.452,-130.005,-2.414,-120.708,1424.454,529.84,271.125,55.60277964,42.44120429,115.072,309.104,27.486,338.545,311.059,-8.571821353,892.6200371,767.3635,0.7739512,0.85972953,100000,31.5989,,2.889332982,Oilfield Services/Equipment,1153.329,0.019295814,0.020991582,0.190336087
CKH,SEACOR Holdings Inc.,NYSE,0,Industrials,0,41.67,764.4360878,835.75,835.75,66.416,74.579,31.883,58.248,8.415,474.809,1490.931,398.149,637.089,77.52979958,51.59940165,57.259,171.828,-0.844,49.428,50.272,3.73455955,675.1389904,1051.085493,0.9631714,1.048425152,,,12.16865092,7.454771396,Oilfield Services/Equipment,853.842,-0.000566089,-0.000588698,0.427309513
CKPT,"Checkpoint Therapeutics, Inc.",NASDAQ,1,Healthcare,0,3.04,103.5028814,0.80700004,1.725,-22.775,,0,-22.677,0,-59.03,21.413,21.413,6.372,121.8782609,,0,,-15.461,-15.461,0.4,-79.02632817,61.9655434,68.53645228,6.581179,6.581226283,0,,,,Pharmaceuticals: Major,15.041,-0.722038014,-0.722038014,0.297576239
CLAR,Clarus Corporation,NASDAQ,1,Consumer Cyclicals,0,11.81,351.3238829,208,212.141,8.811,,1.339,7.301,-0.828,-304.577,213.128,108.501,46.923,61.75411637,172.8816264,79.2,35.943,,,,3.43174351,302.0820004,325.8406,1.811315,3.46014321,75.90362,10,42.16666667,19.04720874,Recreational Products,166.205,,,0.22016347
CLCT,"Collectors Universe, Inc.",NASDAQ,1,Consumer Cyclicals,0,17.33,158.0669343,67.831993,68.449,8.977,2.306,0.114,6.132,2.76,-72.11,34.173,17.733,19.905,16.59187862,17.39025094,4.402,2.608,7.734,11.657,4.839,19.25637483,102.9216017,122.38158,9.313199,13.46858909,,,20.76056338,10.84654613,Other Consumer Services,14.268,0.226319024,0.25978301,0.582477394
CLDT,Chatham Lodging Trust,NYSE,0,Finance,1,19.21,894.3599121,324.23001,324.23,58.152,48.169,26.878,30.331,-0.028,-99.285,1439.709,,632.291,4.808052925,,0,,59.834,91.251,31.417,2.142076503,822.4028737,1378.484909,1.031484,1.031484135,0,,26.95532856,12.96531173,Real Estate Investment Trusts,807.418,0.041559787,0.041559787,0.439179723
CLFD,"Clearfield, Inc.",NASDAQ,1,Technology,0,15.4,210.3947902,80.873619,77.651354,5.92085,2.047746,0,4.274547,1.253405,13.254651,74.228642,41.091531,5.353766,48.10465465,104.9667414,10.191066,12.821258,3.48126,4.54754,1.189853,5.94832636,135.3683201,163.462965,2.664923,3.127713382,0,,42.33553667,20.51338566,Electronic Components,68.874876,0.046899147,0.05436277,0.072125339
CLMT,"Calumet Specialty Products Partners, L.P.",NASDAQ,1,Energy,0,2.84,219.0917838,3347.5999,3497.5,118.1,118.1,155.5,-49.9,0.7,,2087.5,670,2021.8,28.80864904,35.41351943,259.4,198,26.1,75.9,49.8,-2.089483491,170.4904455,1726.356222,,,100000,,,7.308874777,Industrial Specialties,65.7,0.012502994,0.014277118,0.968526946
CLNE,Clean Energy Fuels Corp.,NASDAQ,1,Energy,0,2.14,435.4322568,339.48999,341.599,-66.513,56.614,17.751,-79.237,-1.914,-683.57,791.912,304.897,342.254,98.60264521,113.2493651,67.918,63.961,-41.734,-5.427,36.307,-9.381772931,349.9735782,409.4583852,0.7209805,0.85735303,0,15,,,Gas Distributors,449.658,-0.0527003,-0.057644124,0.43218691
CLPR,"Clipper Realty, Inc.",NYSE,0,Finance,1,13.1,233.3503032,109.183,102.223,29.243,16.561,35.244,-2.586,0,-17.539,1052.085,,866.494,19.73484441,,11.894,,-7.211,13.065,20.276,-0.264242502,232.815901,1102.99479,2.375444,2.823787211,100000,,,24.0812783,Real Estate Investment Trusts,185.591,-0.006854009,-0.006932381,0.823596953
CLPS,"CLPS, Inc.",NASDAQ,1,Finance,1,9.94,137.3111555,,48.938593,1.72614,0.206169,0,2.434463,-0.112128,-0.524618,30.944911,29.052212,12.789555,86.37463934,,0.433619,16.267835,-5.00384,-4.77261,0.231226,10.94956749,33.42988137,144.1783377,10.06865,10.32477572,,,61.66666667,74.61449646,Information Technology Services,18.155356,-0.161701548,-0.16399961,0.413300752
CLUB,"Town Sports International Holdings, Inc.",NASDAQ,1,Consumer Services,0,5.64,157.4913551,443.09399,443.094,17.715,37.442,13.478,0.077,-0.357,-73.212,261.454,61.931,334.151,2.168941579,,31.316,3.05,48.218,64.094,15.876,0.030915935,173.9647975,324.7276768,,,,,2206.896552,5.887333916,Other Consumer Services,-72.697,0.184422499,0.209517768,1.278048911
CLVS,"Clovis Oncology, Inc.",NASDAQ,1,Healthcare,0,27.48,1452.840082,95.388,95.388,-333.814,4.601,13.183,-368.009,0.608,-1843.092,865.306,572.299,718.837,44.72386464,-6106.663401,115.004,12.889,-375.239,-365.997,64.242,-45.98571978,946.7075041,991.46036,6.474032,30.13644962,0,31.718,,,Biotechnology,146.469,-0.433648906,-0.500117286,0.830731556
CLW,Clearwater Paper Corporation,NYSE,0,Consumer Non-Cyclicals,0,27.29,449.2207171,1732.2269,1730.408,72.528,104.99,35.974,97.339,-56.385,618.254,1802.252,452.789,1226.818,33.65751025,60.81019121,276.703,142.065,-22.078,177.67,199.748,5.583615414,401.1545946,1487.88504,1.297689,2.499688915,0,5,7.721088435,8.381600967,Pulp & Paper,575.434,-0.012250229,-0.014472167,0.680713907
CLXT,"Calyxt, Inc.",NASDAQ,1,Non-Energy Materials,0,15.8,514.637584,0.41999999,0.508,-25.789,0.551,0.001,-25.98,0,-54.548,72.167,57.457,14.691,116.3976378,,,0,-13.564,-12.785,0.779,-58.52010362,337.4458943,464.9091518,10.62434,10.62434274,100000,,,,Miscellaneous Commercial Services,57.476,-0.187952942,,0.203569499
CMCM,"Cheetah Mobile, Inc. ADR Class A",NYSE,0,Technology,0,7.52,1077.87375,763.73132,736.1044726,65.97742,20.1681762,,197.4991526,8.523248438,240.307586,1143.877611,828.7619779,352.2298833,83.7380896,52.16395933,108.166769,95.4041769,100.29813,103.1661969,3.830889588,20.34766041,875.7724431,2533.398166,2.568907,0.897223847,-0.3695369,,8.528062125,29.40832922,Packaged Software,791.6477273,0.087682571,0.096839896,0.307926198
CMCO,Columbus McKinnon Corporation,NASDAQ,1,Industrials,0,36.62,855.2600583,873.68903,839.419,80.408,36.136,17.203,22.065,27.62,197.897,1142.446,360.295,734.217,52.04306491,115.7008402,611.198,127.806,55.146,69.661,14.515,1.955866469,703.648446,1136.3294,2.023252,,0,20,37.90186125,9.750217943,Trucks/Construction/Farm Machinery,408.229,0.048270115,0.103804626,0.642671076
CMCT,CIM Commercial Trust Corporation,NASDAQ,1,Finance,1,18.22,797.9448366,200.49902,234.6,38.918,59.433,34.559,379.739,1.376,-399.25,1336.388,,681.759,231.4661658,,19.029,,-1.145,-1.145,0,22.60841039,664.8080856,2053.344,2.116895,2.224022038,,,3.491709475,21.04677074,Real Estate Investment Trusts,654.629,-0.000856787,-0.000869163,0.510150495
CMLS,"Cumulus Media, Inc. Class A",NASDAQ,1,Consumer Services,0,17.96,295.3509164,1125.043,1135.662,122.964,62.239,126.952,-206.565,-163.726,-2093.554,2027.319,393.62,2723.434,76.4994184,,1422.017,239.471,54.664,86.596,31.932,-9.044775943,175.8358574,,,,0,,,,Broadcasting,-696.115,0.026963689,0.090308639,1.343367275
CMO,Capstead Mortgage Corporation,NYSE,0,Finance,1,8.22,703.1881233,313.33499,313.335,301.049,0.107,250.977,49.97,0,-346.57,12186.525,,11127.462,43.27731501,,,,164.76,164.76,0,0.385571374,568.7975994,11876.8151,0.7038553,0.703855494,0,,19.88670244,39.43741815,Real Estate Investment Trusts,1059.063,0.013519851,,0.913095571
CMRE,Costamare Inc.,NYSE,0,Industrials,0,5.06,563.8408524,380.397,380.397,120.381,,63.992,67.239,,38.734,3050.811,170.768,1693.687,12.30829239,16.71840775,0,5.625,,140.8,,2.426914901,489.1820741,2013.058647,,,0,,13.191106,8.989597944,Marine Shipping,1357.124,,,0.555159595
CMSS,CM Seven Star Acquisition Corp.,NASDAQ,1,Finance,1,10.26,270.0739856,0,0,-0.08581,,0,0.33725,0,0.327748,207.010349,207.010349,0.019859,,,0,,-0.1249,-0.124905,0,,265.8623096,245.9601579,50.80284,50.80346595,,,965,,Financial Conglomerates,206.99049,-0.000603351,-0.000603351,9.59324E-05
CMTA,Clementia Pharmaceuticals Inc.,NASDAQ,1,Healthcare,0,25.78,974.8191589,0,0,-36.69268,0.204689,2.493482,-115.455193,-0.593263,-91.612308,148.425398,71.677122,6.718666,,,1.715192,,-34.77257,-34.75235,1.020218,-121.5429346,444.6808854,210.1276054,4.248204,4.300258032,0,,,,Pharmaceuticals: Major,141.706732,-0.234276414,-0.237015344,0.045266283
CMTL,Comtech Telecommunications Corp.,NASDAQ,1,Technology,0,26.26,627.7715691,609.86401,570.589,35.075,34.73,10.195,29.769,-5.143,405.194,883.552,279.793,377.868,87.12607937,119.9711604,531.429,149.2,41.702,50.344,8.642,3.34731562,581.872047,932.159,1.583194,,-1.824021,,27.09677419,13.35375689,Telecommunications Equipment,505.684,0.047198128,0.118430208,0.427669226
CNAC,Constellation Alpha Capital Corp.,NASDAQ,1,Finance,1,10.35,166.9454975,0,0,-0.30624,,0,0.856407,0,0.853614,146.893595,0.543445,5.073198,,,0,,-0.37339,-0.373391,0,1.164479819,164.687292,178.7903832,1.289596,1.289596587,,,197.4,,Financial Conglomerates,141.820397,-0.002541908,-0.002541908,0.03453655
CNBKA,"Century Bancorp, Inc. Class A",NASDAQ,1,Finance,1,77.53,393.4082409,153.304,153.304,,,7.617,36.213,1.568,,5163.935,,4863.496,,,2.714,,,,,0.727528933,358.049857,680.2754766,1.034331,1.043759509,,,10.41375175,,Regional Banks,300.439,,,0.941819756
CNCE,"Concert Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,16.15,379.9933302,10.505,10.505,-55.584,1.247,0,-56.024,0.313,-116.515,192.547,180.149,24.807,301.4854831,,,0.015,-50.898,-48.029,2.869,-27.71523908,294.0339652,132.4545,1.753557,1.753557391,0,,,,Biotechnology,167.74,-0.264340654,,0.128836076
CNF,CNFinance Holdings Ltd. Sponsored ADR,NYSE,0,Finance,1,5.5,374.119361,,499.8748287,371.51985,1.598771978,207.3314267,78.81848277,40.83838804,194.5013814,2797.276642,,2516.065218,1299.025922,,0.513277488,,187.4585,190.3828696,2.924367201,4.02076204,374.7995936,,,,,,,,Finance/Rental/Leasing,281.2114238,0.067014645,0.067026944,0.89946957
CNOB,"ConnectOne Bancorp, Inc.",NASDAQ,1,Finance,1,20.79,736.4857666,221.87199,221.872,,3.062,18.982,60.213,10.782,211.345,5462.092,,4848.165,,,147.646,,86.578,88.629,2.051,1.139261271,595.4728089,1153.82479,0.9726043,1.280575813,-0.1187682,,9.92530496,,Regional Banks,613.927,0.015850703,0.016291068,0.887602223
CNSL,"Consolidated Communications Holdings, Inc.",NASDAQ,1,Telecommunications,0,9.59,682.6833069,1399.074,1399.074,21.129,432.668,129.26,-51.644,-24.127,-50.834,3716.424,198.143,3300.77,37.51318015,,1275.716,133.136,112.505,357.321,244.816,-1.353568897,703.9598827,3028.02844,1.716544,,0,,,6.672649753,Major Telecommunications,415.654,0.03027238,0.046095231,0.888157541
CNST,"Constellation Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,8.55,220.4617536,0,0,-39.088,0.474,0.901,-35.377,0,-173.912,19.103,17.722,11.708,,,0,,-38.168,-37.586,0.582,-122.3969415,103.3978553,,,,0,,,,Pharmaceuticals: Major,7.395,-1.998010784,-1.998010784,0.612888028
CNTY,"Century Casinos, Inc.",NASDAQ,1,Consumer Services,0,8.12,239.0446699,163.12802,154.069,14.715,8.945,3.185,6.259,4.56,72.662,274.876,84.321,87.558,13.01447728,2.120874385,32.086,6.281,8.319,19.446,11.525,2.518833907,217.5542,221.78767,1.490048,1.813499378,-6.557381,20,38.04166667,9.373950549,Casinos/Gaming,187.318,0.030264556,0.034264179,0.318536358
CNXM,CNX Midstream Partners LP,NYSE,0,Energy,0,15.24,969.0811245,256.668,256.668,165.11,21.939,23.614,120.655,0,,925.428,30.45,526.114,32.32081911,,,24.101,34.784,180.115,145.331,13.02957802,1035.212704,1588.95832,3.232185,3.232183904,0,7,8.594203664,8.494877385,Oil & Gas Pipelines,399.314,0.037586933,,0.568508841
CNXN,"PC Connection, Inc.",NASDAQ,1,Technology,0,39.55,1043.961776,2699.489,2699.489,86.653,14.063,0.145,64.592,24.072,441.01,810.669,669.179,284.766,60.99594683,47.69397442,83.166,398.428,65.601,86.839,21.238,8.266506265,794.6828742,706.66642,1.492201,1.772503947,0,8,12.36020455,7.016426586,Information Technology Services,525.903,0.080922053,0.090172824,0.351272838
CO,Global Cord Blood Corporation,NYSE,0,Healthcare,0,7.07,859.3656086,141.20958,141.3473133,42.22805,7.63343814,0.491443131,35.77530967,9.454056139,177.5152979,928.9118998,700.6726322,433.2204333,46.08630126,79.65768298,16.22216571,17.13654497,113.42212,123.5415908,10.11947346,4.256552641,784.003943,542.4266686,2.490551,2.574967555,,,32.18680972,10.87866946,Medical/Nursing Services,495.6914665,0.122102128,0.124272374,0.466374081
CODI,Compass Diversified Holdings,NYSE,0,Finance,1,15.84,948.8160333,1691.673,1691.673,70.718,120.575,61.733,-12.853,6.548,-249.453,2427.5,681.185,1508.158,52.59335433,111.8108416,1452.324,272.403,64.137,114.452,50.315,-0.599675178,745.7550076,2049.191,1.118994,,-10.61452,,,11.29198834,Investment Managers,919.342,0.026421009,0.065769666,0.62128033
COE,China Online Education Group Sponsored ADR,NYSE,0,Consumer Non-Cyclicals,0,6.49,131.030341,169.73817,125.475765,-84.45861,4.292105612,0.840309848,-85.94139871,0.642476732,-269.3161855,120.3249386,108.7777948,222.9648342,,,2.135902948,,2.9123,8.149185523,6.558974229,-74.11192269,145.7687316,155.6076872,,,,,,,Internet Software/Services,-102.6398956,0.024203628,0.024641034,1.85302263
COHU,"Cohu, Inc.",NASDAQ,1,Technology,0,17.45,710.2150444,365.22101,352.704,39.148,9.195,0,33.121,2.244,150.726,420.457,297.438,131.366,69.41027037,106.9398779,82.361,71.125,33.657,39.75,6.093,8.648130668,654.0489998,488.0542,2.163103,3.02488052,0,10,19.16361097,10.09565397,Electronic Production Equipment,289.091,0.080048614,0.099548649,0.31243623
COLL,"Collegium Pharmaceutical, Inc.",NASDAQ,1,Healthcare,0,17.78,592.1629283,280.41299,280.413,-20.685,110.908,20.13,-39.128,0,-337.177,291.245,237.512,199.66,57.21734549,48.86729732,44.255,77.946,163.913,169.39,24.354,-18.33496168,570.8510208,430.6838834,6.236516,12.06783964,87.30157,44.6,,4.773548689,Pharmaceuticals: Other,91.585,0.562801078,0.663642253,0.685539666
CONN,"Conn's, Inc.",NASDAQ,1,Consumer Cyclicals,0,23.29,738.945164,1537.217,1516.031,127.222,30.806,80.177772,6.463,25.171,433.667,1915.542,1080.017,1380.474,182.2520169,236.5042895,,636.825,34.443,51.361,16.918,0.333448215,598.3901115,2053.055506,1.956408,1.956407985,0,23,166.5,12.99171986,Electronics/Appliance Stores,535.068,0.017980812,,0.720670181
COOP,"Mr. Cooper Group, Inc.",NASDAQ,1,Finance,1,13.46,1222.356484,1539.9611,1978,-543,,681,1029,-973,,16973,,15028,,,,,,,,11.7017447,1059.799422,,,,22.04769,,1.029745255,,Specialty Insurance,1945,,,0.885406233
CORR,"CorEnergy Infrastructure Trust, Inc.",NYSE,0,Finance,1,36.16,462.7395156,87.386292,87.386289,42.18524,26.361907,12.75901,43.711876,-2.418726,9.147701,627.41075,,172.399445,135.0645504,,1.718868,,49.18132,49.286679,0.105357,6.921821094,395.6368232,715.3809524,1.200903,1.207201293,-6.507027,5,14.9009009,10.65622355,Investment Managers,455.011305,0.078387755,0.078603097,0.274779234
CORT,Corcept Therapeutics Incorporated.,NASDAQ,1,Healthcare,0,12,1376.675995,251.24699,251.247,89.496,0.236,0,75.41,16.743,-117.736,311.694,236.82,35.812,33.25643689,-213.3776371,,17.588,115.367,115.665,0.298,28.3373197,1536.814097,1485.79168,5.570543,5.570548858,-0.7624626,,22.44623656,16.55810279,Pharmaceuticals: Other,275.882,0.370129037,,0.114894737
COWN,Cowen Inc Class A,NASDAQ,1,Finance,1,14.71,443.859538,1091.214,1091.214,99.492,,,42.819,15.719,,,,,,,,,,,,,388.7409544,,0.4769084,,0,,11.4017094,,Investment Banks/Brokers,0,,,#DIV/0!
CPF,Central Pacific Financial Corp.,NYSE,0,Finance,1,28.99,836.5644336,236.935,236.935,,6.288,5.792,59.486,18.758,-51.718,5807.026,,5315.301,,,0,,86.487,89.712,3.225,1.040808053,710.3382327,959.5982355,1.434468,1.434468169,0,,12.11442786,,Regional Banks,491.725,0.01489351,0.01489351,0.915322404
CPK,Chesapeake Utilities Corporation,NYSE,0,Utilities,0,90.85,1488.032099,717.48901,717.489,100.152,49.337,16.431,56.58,20.994,261.53,1693.671,191.537,1175.232,61.67780621,14.09943489,32.044,85.404,-122.989,146.778,269.767,3.64021804,1331.612726,1938.094431,2.568433,2.737642674,-0.09000897,7.7,23.59394045,12.96479628,Gas Distributors,518.439,-0.072616819,-0.074017213,0.693896276
CPLG,"CorePoint Lodging, Inc.",NYSE,0,Finance,1,14.4,858.9887834,,,,,,,,,,,,,,,,,,,,730.7370052,,,,0,,,,Real Estate Investment Trusts,0,,,#DIV/0!
CPLP,Capital Product Partners LP,NASDAQ,1,Energy,0,2.24,285.0332849,279.254,279.254,55.08,89.979,27.397,0.107,,,1385.245,64.56,503.931,13.65740509,4.469241548,68.186,16.126,53.531,97.796,44.265,0.007504925,265.9462225,674.6307245,,,0,12.4765,,4.650733319,Marine Shipping,881.314,0.038643706,0.040644345,0.363784746
CPRX,"Catalyst Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,2.82,289.7239687,0,0,-18.67964,0.045689,0,-18.412377,0,-126.560447,85.38743,85.187157,4.423618,,,0,,-13.74257,-13.742572,0,-28.97435914,197.2588725,251.4743112,4.952439,4.952441434,0,,,,Pharmaceuticals: Other,80.963812,-0.160943713,-0.160943713,0.051806431
CPS,Cooper-Standard Holdings Inc.,NYSE,0,Consumer Cyclicals,0,58.63,1022.272747,3629.293,3629.293,222.794,146.698,41.05,107.766,-29.683,576.025,2623.103,1249.724,1763.601,58.6488739,21.56988893,243.283,418.607,-68.683,149.388,218.071,4.029576251,1104.182957,1730.354348,1.311541,1.85401842,0,-22.2403,10.5431093,4.683063093,Auto Parts: OEM,859.502,-0.026183875,-0.028860586,0.672333873
CPSI,"Computer Programs and Systems, Inc.",NASDAQ,1,Healthcare,0,30.8,433.7563949,280.41101,280.411,24.882,12.282,7.577,17.632,0.476,-5.024,327.746,69.938,167.963,70.71207085,57.31201626,226.675,40.474,22.951,23.929,0.978,5.459144656,353.5586165,465.8938,2.21227,,0,5.5,19.92063492,12.53615865,Information Technology Services,159.783,0.070026789,0.227077995,0.512479176
CPTA,Capitala Finance Corp.,NASDAQ,1,Finance,1,7.71,123.9151245,3.9650002,12.489,-0.659,,17.283,-16.026,-1.916,-51.274,495.194,,304.55,100.0834735,,,,11.707,11.707,0,-3.106891732,114.9279264,372.2489361,0.6036883,0.603688508,-5.170727,,,,Investment Trusts/Mutual Funds,190.644,0.02364124,,0.61501149
CRAI,"CRA International, Inc.",NASDAQ,1,Business Services,0,49.74,400.407023,417.64801,417.648,28.935,9.942,0.647,22.384,6.461,186.229,370.846,181.14,174.374,111.6731434,,96.054,130.585,20.742,36.189,15.447,6.110813087,344.6975367,312.6564,1.668374,3.264243877,0,16,15.666756,8.031245826,Miscellaneous Commercial Services,196.472,0.055931573,0.075482547,0.470205962
CRAY,Cray Inc.,NASDAQ,1,Technology,0,24.49,1001.396076,456.465,456.465,-111.64,16.065,0,-71.681,1.371,-306.874,526.792,420.244,183.413,99.8941266,174.8051241,17.36,68.649,96.585,101.85,5.265,-12.51469819,881.6708751,648.24494,2.571202,2.70811607,0,20,,,Computer Processing Hardware,343.379,0.183345609,0.189593508,0.348169676
CRBP,Corbus Pharmaceuticals Holdings Inc,NASDAQ,1,Healthcare,0,5.83,365.1737113,2.8949661,2.440195,-32.56282,0.255652,0.013375,-32.421612,0,-65.698101,66.978161,65.50473,9.1946,99.50039751,,,0,-28.50406,-27.796628,0.707429,-76.40628983,334.3224984,293.8973723,6.832113,6.832121885,0,,,,Biotechnology,57.783561,-0.425572449,,0.137277582
CRC,California Resources Corp,NYSE,0,Energy,0,21.52,1046.948055,3063,3063,1140,518,379,321,0,-5342,7158,640,6649,42.89911851,-20.98778108,,299,-229,461,690,4.80359147,827.5647167,6911.696,,,-50.56947,-23.17,2.516169044,4.101896736,Oil & Gas Production,509,-0.031992177,,0.928890752
CRCM,"Care.com, Inc.",NYSE,0,Technology,0,24.17,768.5335138,186.66702,192.26,8.396,2.128,,52.89,-45.272,-124.122,268.067,145.811,52.847,20.58132217,,72.237,11.057,31.867,32.767,0.9,23.37974065,614.0000701,,3.887244,7.008104272,6.760573,15,15.24806202,,Other Consumer Services,215.22,0.118876997,0.162727876,0.197141013
